strategy,symbol,session_date,direction,level_kind,entry_ts,exit_ts,entry_price,exit_price,stop_price,target_price,qty,risk_dollars,pnl,r_multiple,exit_reason,price_tier,vix_proxy
vp_rejection,AVGO,2020-01-07,short,HVN,2020-01-07T10:03:00,2020-01-07T10:13:00,314.99,315.462485,315.462485,312.5474,2116,1000.0,-999.7782600000128,-0.9997782600000128,stop,$300+,18.0
vp_rejection,ADBE,2020-01-07,short,POC,2020-01-07T10:52:00,2020-01-07T10:54:00,332.66,333.15899,333.15899,332.1593,2004,1000.0,-999.9759599999841,-0.9999759599999841,stop,$300+,18.0
vp_rejection,CRM,2020-01-07,long,POC,2020-01-07T09:58:00,2020-01-07T09:58:00,173.1,173.4399,172.8389,173.4399,3829,1000.0,1301.4771000000003,1.3014771000000003,target,$150-300,18.0
vp_rejection,ORCL,2020-01-07,short,HVN,2020-01-07T09:44:00,2020-01-07T09:49:00,53.62,53.8072,53.8072,53.33919999999999,5341,1000.0,-999.8352000000227,-0.9998352000000227,stop,$50-150,18.0
vp_breakout,CSCO,2020-01-07,short,LVN,2020-01-07T11:57:00,2020-01-07T14:33:00,47.23,47.309999999999995,47.309999999999995,47.07,12500,1000.0,-999.9999999999786,-0.9999999999999786,stop,$10-50,18.0
vp_breakout,ROKU,2020-01-07,short,LVN,2020-01-07T14:58:00,2020-01-07T15:01:00,138.12,138.47,138.47,137.6357,2857,1000.0,-999.9499999999838,-0.9999499999999838,stop,$50-150,18.0
vp_rejection,SNAP,2020-01-07,short,HVN,2020-01-07T09:41:00,2020-01-07T10:31:00,16.595,16.7558,16.7558,16.353799999999996,6218,1000.0,-999.8544000000114,-0.9998544000000115,stop,$10-50,18.0
vp_rejection,F,2020-01-07,short,HVN,2020-01-07T09:46:00,2020-01-07T15:55:00,9.135,9.23,9.2495,8.96325,8733,1000.0,-829.6350000000056,-0.8296350000000056,session_close,<$10,18.0
vp_rejection,NKE,2020-01-07,long,POC,2020-01-07T14:40:00,2020-01-07T15:11:00,101.48,101.85305,101.2313,101.85305,4020,1000.0,1499.6609999999682,1.4996609999999682,target,$50-150,18.0
vp_rejection,AAL,2020-01-07,short,HVN,2020-01-07T11:57:00,2020-01-07T14:26:00,27.125,27.2555,27.2555,26.929249999999996,7662,1000.0,-999.8910000000106,-0.9998910000000106,stop,$10-50,18.0
vp_rejection,AAPL,2020-01-08,short,HVN,2020-01-08T11:33:00,2020-01-08T11:34:00,298.51,298.957765,298.957765,297.4437,2233,1000.0,-999.8592450000089,-0.9998592450000089,stop,$150-300,18.0
vp_rejection,MSFT,2020-01-08,long,HVN,2020-01-08T11:31:00,2020-01-08T11:41:00,159.43,159.9148,159.1068,159.9148,3094,1000.0,1499.9712000000218,1.4999712000000218,target,$150-300,18.0
vp_rejection,TSLA,2020-01-08,long,HVN,2020-01-08T09:44:00,2020-01-08T09:44:00,469.78,470.837005,469.07532999999995,470.837005,1419,1000.0,1499.8900950000052,1.4998900950000051,target,$300+,18.0
vp_rejection,NVDA,2020-01-08,short,HVN,2020-01-08T09:42:00,2020-01-08T09:50:00,239.44,238.4731,239.79916,238.4731,2784,1000.0,2691.849600000027,2.691849600000027,target,$150-300,18.0
vp_rejection,AMD,2020-01-08,short,HVN,2020-01-08T09:42:00,2020-01-08T09:46:00,47.72,47.4371,47.9086,47.4371,5302,1000.0,1499.935799999989,1.4999357999999892,target,$10-50,18.0
vp_rejection,CRM,2020-01-08,short,HVN,2020-01-08T09:52:00,2020-01-08T09:52:00,175.03,175.34029999999998,175.34029999999998,173.4399,3222,1000.0,-999.7865999999478,-0.9997865999999478,stop,$150-300,18.0
vp_rejection,ORCL,2020-01-08,short,HVN,2020-01-08T09:49:00,2020-01-08T10:14:00,53.83,54.0001,54.0001,53.57484999999999,5878,1000.0,-999.8478000000296,-0.9998478000000296,stop,$50-150,18.0
vp_breakout,NFLX,2020-01-08,long,LVN,2020-01-08T11:15:00,2020-01-08T11:37:00,334.66,335.5919,334.15801000000005,335.5919,1992,1000.0,1856.3447999999694,1.8563447999999694,target,$300+,18.0
vp_rejection,INTC,2020-01-08,short,HVN,2020-01-08T15:47:00,2020-01-08T15:55:00,59.075,58.99,59.2327,58.83845000000001,6341,1000.0,538.9850000000054,0.5389850000000054,session_close,$50-150,18.0
vp_rejection,QCOM,2020-01-08,short,HVN,2020-01-08T09:50:00,2020-01-08T09:55:00,88.46,88.66699999999999,88.66699999999999,87.2365,4830,1000.0,-999.8099999999692,-0.9998099999999692,stop,$50-150,18.0
vp_breakout,MU,2020-01-08,short,LVN,2020-01-08T10:17:00,2020-01-08T10:43:00,57.53,57.2005,57.769999999999996,57.2005,4166,1000.0,1372.6970000000126,1.3726970000000127,target,$50-150,18.0
vp_rejection,ROKU,2020-01-08,short,HVN,2020-01-08T09:46:00,2020-01-08T09:47:00,135.22,134.83540000000002,135.47639999999998,134.83540000000002,3900,1000.0,1499.9399999999127,1.4999399999999128,target,$50-150,18.0
vp_rejection,SNAP,2020-01-08,short,HVN,2020-01-08T09:42:00,2020-01-08T10:48:00,16.88,16.7125,17.0136,16.7125,7485,1000.0,1253.7375000000031,1.253737500000003,target,$10-50,18.0
vp_rejection,F,2020-01-08,long,HVN,2020-01-08T12:30:00,2020-01-08T15:55:00,9.235,9.255,9.1298,9.3928,9505,1000.0,190.10000000001284,0.19010000000001284,session_close,<$10,18.0
vp_rejection,BAC,2020-01-08,long,HVN,2020-01-08T10:01:00,2020-01-08T11:41:00,34.85,34.9552,34.713699999999996,34.9552,7336,1000.0,771.7471999999736,0.7717471999999737,target,$10-50,18.0
vp_rejection,WFC,2020-01-08,short,POC,2020-01-08T15:47:00,2020-01-08T15:55:00,52.97,52.87,53.1244,52.7384,6476,1000.0,647.6000000000092,0.6476000000000093,session_close,$50-150,18.0
vp_rejection,NKE,2020-01-08,short,HVN,2020-01-08T15:50:00,2020-01-08T15:55:00,101.71,101.67,101.89479999999999,101.3313,5411,1000.0,216.43999999995694,0.21643999999995694,session_close,$50-150,18.0
vp_breakout,DAL,2020-01-08,long,LVN,2020-01-08T09:50:00,2020-01-08T09:54:00,58.67,58.7644,58.510000000000005,58.7644,6250,1000.0,590.0000000000016,0.5900000000000016,target,$50-150,18.0
vp_rejection,AAL,2020-01-08,short,HVN,2020-01-08T10:09:00,2020-01-08T10:24:00,27.365,27.242,27.5365,27.242,5830,1000.0,717.0899999999857,0.7170899999999857,target,$10-50,18.0
vp_rejection,TSLA,2020-01-09,short,HVN,2020-01-09T09:56:00,2020-01-09T10:08:00,487.9,489.06780000000003,489.06780000000003,473.4791,856,1000.0,-999.6368000000484,-0.9996368000000484,stop,$300+,18.0
vp_rejection,NVDA,2020-01-09,long,HVN,2020-01-09T12:47:00,2020-01-09T12:49:00,241.34,241.883015,240.97799,241.883015,2762,1000.0,1499.8074299999914,1.4998074299999915,target,$150-300,18.0
vp_rejection,AMD,2020-01-09,long,HVN,2020-01-09T12:47:00,2020-01-09T12:50:00,48.74,49.03490000000001,48.5434,49.03490000000001,5086,1000.0,1499.861400000028,1.4998614000000279,target,$10-50,18.0
vp_rejection,AVGO,2020-01-09,short,HVN,2020-01-09T09:55:00,2020-01-09T09:58:00,309.31,308.6789,310.19780000000003,308.6789,1126,1000.0,710.618600000004,0.710618600000004,target,$300+,18.0
vp_breakout,NFLX,2020-01-09,short,LVN,2020-01-09T12:24:00,2020-01-09T12:30:00,336.26,335.5919,337.25,335.5919,1010,1000.0,674.7809999999811,0.6747809999999811,target,$300+,18.0
vp_rejection,INTC,2020-01-09,long,HVN,2020-01-09T10:11:00,2020-01-09T12:26:00,59.1,58.9448,58.9448,59.9578,6443,1000.0,-999.9536000000044,-0.9999536000000043,stop,$50-150,18.0
vp_rejection,QCOM,2020-01-09,short,HVN,2020-01-09T12:41:00,2020-01-09T12:49:00,88.94,89.1506,89.1506,88.6141,4748,1000.0,-999.9287999999974,-0.9999287999999974,stop,$50-150,18.0
vp_rejection,CSCO,2020-01-09,short,POC,2020-01-09T09:55:00,2020-01-09T12:43:00,47.42,47.0885,47.5758,47.0885,6418,1000.0,2127.5669999999895,2.1275669999999893,target,$10-50,18.0
vp_rejection,MU,2020-01-09,short,HVN,2020-01-09T09:47:00,2020-01-09T09:48:00,57.65,57.525,57.8545,57.525,4889,1000.0,611.125,0.611125,target,$50-150,18.0
vp_rejection,ROKU,2020-01-09,short,HVN,2020-01-09T09:41:00,2020-01-09T09:41:00,136.15,135.9247,136.57309999999998,135.9247,2363,1000.0,532.38390000001,0.53238390000001,target,$50-150,18.0
vp_rejection,F,2020-01-09,short,HVN,2020-01-09T11:25:00,2020-01-09T15:55:00,9.18,9.26,9.2966,9.1502,8576,1000.0,-686.0800000000006,-0.6860800000000006,session_close,<$10,18.0
vp_rejection,BAC,2020-01-09,long,HVN,2020-01-09T15:51:00,2020-01-09T15:55:00,34.995,35.02,34.859899999999996,35.0974,7401,1000.0,185.02500000004207,0.18502500000004207,session_close,$10-50,18.0
vp_rejection,DAL,2020-01-09,long,HVN,2020-01-09T10:18:00,2020-01-09T12:09:00,59.2,59.018499999999996,59.018499999999996,59.47225000000002,5509,1000.0,-999.8835000000379,-0.9998835000000379,stop,$50-150,18.0
vp_rejection,AAL,2020-01-09,short,HVN,2020-01-09T09:41:00,2020-01-09T10:40:00,28.0,28.1282,28.1282,27.8255,7800,1000.0,-999.9599999999973,-0.9999599999999973,stop,$10-50,18.0
vp_breakout,AAPL,2020-01-10,short,LVN,2020-01-10T12:09:00,2020-01-10T12:20:00,309.97,309.1265,310.434955,309.1265,2150,1000.0,1813.5250000000128,1.813525000000013,target,$300+,18.0
vp_breakout,MSFT,2020-01-10,short,LVN,2020-01-10T12:08:00,2020-01-10T12:28:00,162.0,162.243,162.243,161.6825,4115,1000.0,-999.9449999999795,-0.9999449999999794,stop,$150-300,18.0
vp_rejection,TSLA,2020-01-10,short,HVN,2020-01-10T09:46:00,2020-01-10T09:46:00,480.24,480.96036000000004,480.96036000000004,471.7501,1388,1000.0,-999.8596800000387,-0.9998596800000387,stop,$300+,18.0
vp_breakout,NVDA,2020-01-10,short,LVN,2020-01-10T12:09:00,2020-01-10T12:13:00,244.8,245.1672,245.1672,244.2248,2723,1000.0,-999.8855999999914,-0.9998855999999914,stop,$150-300,18.0
vp_rejection,AMD,2020-01-10,long,HVN,2020-01-10T09:49:00,2020-01-10T09:52:00,48.69,48.5208,48.5208,48.9343,5910,1000.0,-999.9719999999791,-0.9999719999999791,stop,$10-50,18.0
vp_rejection,CRM,2020-01-10,short,HVN,2020-01-10T09:44:00,2020-01-10T09:47:00,179.47,179.739205,179.739205,178.0538,3714,1000.0,-999.827369999998,-0.999827369999998,stop,$150-300,18.0
vp_rejection,ORCL,2020-01-10,long,HVN,2020-01-10T09:49:00,2020-01-10T13:18:00,54.34,54.61945000000001,54.1537,54.61945000000001,5367,1000.0,1499.8081500000226,1.4998081500000227,target,$50-150,18.0
vp_rejection,NFLX,2020-01-10,short,HVN,2020-01-10T09:43:00,2020-01-10T09:44:00,333.91,333.2839,334.410865,333.2839,1996,1000.0,1249.6956000000162,1.2496956000000161,target,$300+,18.0
vp_rejection,INTC,2020-01-10,short,HVN,2020-01-10T15:50:00,2020-01-10T15:55:00,58.92,58.99,59.0783,58.682550000000006,6317,1000.0,-442.1900000000018,-0.4421900000000018,session_close,$50-150,18.0
vp_breakout,QCOM,2020-01-10,short,LVN,2020-01-10T15:38:00,2020-01-10T15:51:00,90.02,90.185,90.185,89.1527,6060,1000.0,-999.9000000000378,-0.9999000000000379,stop,$50-150,18.0
vp_rejection,CSCO,2020-01-10,long,HVN,2020-01-10T09:49:00,2020-01-10T12:10:00,47.35,47.2038,47.2038,47.498,6839,1000.0,-999.8618000000023,-0.9998618000000022,stop,$10-50,18.0
vp_rejection,MU,2020-01-10,short,HVN,2020-01-10T09:46:00,2020-01-10T15:55:00,57.02,56.67,57.2306,55.6581,4748,1000.0,1661.8000000000068,1.6618000000000068,session_close,$50-150,18.0
vp_rejection,SNAP,2020-01-10,short,HVN,2020-01-10T10:13:00,2020-01-10T11:44:00,17.63,17.4685,17.7814,17.4685,6605,1000.0,1066.7075000000013,1.0667075000000013,target,$10-50,18.0
vp_breakout,F,2020-01-10,short,LVN,2020-01-10T11:32:00,2020-01-10T13:19:00,9.265,9.325000000000001,9.325000000000001,9.2376,16666,1000.0,-999.9600000000083,-0.9999600000000083,stop,<$10,18.0
vp_rejection,WFC,2020-01-10,short,HVN,2020-01-10T09:57:00,2020-01-10T10:03:00,52.63,52.764,52.764,52.429,7462,1000.0,-999.9080000000025,-0.9999080000000025,stop,$50-150,18.0
vp_rejection,DIS,2020-01-10,long,HVN,2020-01-10T09:41:00,2020-01-10T10:18:00,145.25,144.9154,144.9154,145.6744,2988,1000.0,-999.7847999999841,-0.9997847999999842,stop,$50-150,18.0
vp_rejection,DAL,2020-01-10,short,HVN,2020-01-10T09:43:00,2020-01-10T11:05:00,58.85,59.012,59.012,57.776,6172,1000.0,-999.863999999994,-0.999863999999994,stop,$50-150,18.0
vp_rejection,AAL,2020-01-10,long,HVN,2020-01-10T09:53:00,2020-01-10T10:01:00,27.49,27.342599999999997,27.342599999999997,27.6503,6784,1000.0,-999.9616000000074,-0.9999616000000073,stop,$10-50,18.0
vp_rejection,AMD,2020-01-13,long,HVN,2020-01-13T09:43:00,2020-01-13T09:49:00,48.425,48.5831,48.2399,48.5831,5402,1000.0,854.0562000000247,0.8540562000000247,target,$10-50,18.0
vp_breakout,ADBE,2020-01-13,long,LVN,2020-01-13T10:01:00,2020-01-13T10:05:00,343.56,343.03999999999996,343.03999999999996,344.6000000000001,1923,1000.0,-999.9600000000744,-0.9999600000000743,stop,$300+,18.0
vp_rejection,NFLX,2020-01-13,long,HVN,2020-01-13T09:58:00,2020-01-13T10:01:00,333.63,335.129,333.129555,335.129,1998,1000.0,2995.0020000000472,2.9950020000000475,target,$300+,18.0
vp_rejection,INTC,2020-01-13,long,HVN,2020-01-13T09:43:00,2020-01-13T09:55:00,59.24,59.3607,59.0464,59.3607,5165,1000.0,623.4154999999967,0.6234154999999967,target,$50-150,18.0
vp_rejection,QCOM,2020-01-13,short,HVN,2020-01-13T09:51:00,2020-01-13T09:52:00,92.02,92.1793,92.1793,90.5223,6277,1000.0,-999.9261000000112,-0.9999261000000111,stop,$50-150,18.0
vp_breakout,CSCO,2020-01-13,long,LVN,2020-01-13T12:55:00,2020-01-13T13:55:00,47.875,47.795,47.795,48.035,12500,1000.0,-999.9999999999786,-0.9999999999999786,stop,$10-50,18.0
vp_rejection,MU,2020-01-13,long,HVN,2020-01-13T09:43:00,2020-01-13T09:52:00,57.34,57.5074,57.1104,57.5074,4355,1000.0,729.026999999972,0.729026999999972,target,$50-150,18.0
vp_rejection,ROKU,2020-01-13,short,HVN,2020-01-13T09:42:00,2020-01-13T09:50:00,127.63,126.45069999999998,128.4162,126.45069999999998,1271,1000.0,1498.8903000000153,1.4988903000000153,target,$50-150,18.0
vp_rejection,SNAP,2020-01-13,long,HVN,2020-01-13T09:43:00,2020-01-13T09:57:00,17.415,17.4428,17.2943,17.4428,8285,1000.0,230.32299999999304,0.23032299999999303,target,$10-50,18.0
vp_rejection,F,2020-01-13,long,POC,2020-01-13T12:33:00,2020-01-13T15:07:00,9.225,9.2396,9.115,9.2396,9090,1000.0,132.7139999999975,0.1327139999999975,target,<$10,18.0
vp_breakout,NKE,2020-01-13,long,LVN,2020-01-13T09:43:00,2020-01-13T11:12:00,101.12,101.5221,100.84,101.5221,3571,1000.0,1435.8990999999648,1.4358990999999648,target,$50-150,18.0
vp_rejection,DAL,2020-01-13,long,HVN,2020-01-13T09:42:00,2020-01-13T09:47:00,59.395,59.64535000000001,59.2281,59.64535000000001,5991,1000.0,1499.846850000027,1.499846850000027,target,$50-150,18.0
vp_rejection,AAL,2020-01-13,long,POC,2020-01-13T10:28:00,2020-01-13T10:28:00,27.38,27.43,27.2337,27.43,6835,1000.0,341.75000000000483,0.3417500000000048,target,$10-50,18.0
vp_rejection,AAPL,2020-01-14,long,HVN,2020-01-14T14:10:00,2020-01-14T14:11:00,312.83,312.33779999999996,312.33779999999996,313.5683,2031,1000.0,-999.6582000000514,-0.9996582000000513,stop,$300+,18.0
vp_rejection,MSFT,2020-01-14,long,HVN,2020-01-14T10:01:00,2020-01-14T10:08:00,163.005,163.37415,162.7589,163.37415,4063,1000.0,1499.8564499999616,1.4998564499999616,target,$150-300,18.0
vp_rejection,NVDA,2020-01-14,long,HVN,2020-01-14T10:01:00,2020-01-14T10:54:00,248.19,247.6381,247.6381,251.817,1811,1000.0,-999.4908999999805,-0.9994908999999804,stop,$150-300,18.0
vp_rejection,AMD,2020-01-14,short,HVN,2020-01-14T09:44:00,2020-01-14T09:49:00,48.62,48.5154,48.7553,48.5154,7390,1000.0,772.9939999999838,0.7729939999999837,target,$10-50,18.0
vp_rejection,AVGO,2020-01-14,short,HVN,2020-01-14T09:49:00,2020-01-14T10:04:00,303.08,303.63550000000004,303.63550000000004,301.4626,1800,1000.0,-999.9000000000933,-0.9999000000000933,stop,$300+,18.0
vp_rejection,ADBE,2020-01-14,short,HVN,2020-01-14T10:02:00,2020-01-14T10:05:00,344.8,345.3172,345.3172,340.0111,1933,1000.0,-999.7476000000049,-0.999747600000005,stop,$300+,18.0
vp_rejection,NFLX,2020-01-14,short,HVN,2020-01-14T09:49:00,2020-01-14T09:49:00,339.14,339.64871,339.64871,338.5537,1965,1000.0,-999.6151500000153,-0.9996151500000153,stop,$300+,18.0
vp_rejection,INTC,2020-01-14,long,HVN,2020-01-14T10:01:00,2020-01-14T10:20:00,59.43,59.2669,59.2669,59.6616,6131,1000.0,-999.9661000000001,-0.9999661000000001,stop,$50-150,18.0
vp_rejection,QCOM,2020-01-14,short,HVN,2020-01-14T09:47:00,2020-01-14T09:48:00,90.86,90.6058,91.10749999999999,90.6058,4040,1000.0,1026.9679999999892,1.0269679999999892,target,$50-150,18.0
vp_rejection,MU,2020-01-14,short,HVN,2020-01-14T09:41:00,2020-01-14T09:45:00,58.005,58.186,58.186,57.501,5524,1000.0,-999.8439999999855,-0.9998439999999855,stop,$50-150,18.0
vp_rejection,ROKU,2020-01-14,short,HVN,2020-01-14T09:42:00,2020-01-14T09:44:00,135.9,134.8692,136.4244,134.8692,1906,1000.0,1964.7047999999986,1.9647047999999987,target,$50-150,18.0
vp_rejection,SNAP,2020-01-14,short,HVN,2020-01-14T10:20:00,2020-01-14T11:37:00,17.97,18.084100000000003,18.084100000000003,17.668,8764,1000.0,-999.9724000000358,-0.9999724000000358,stop,$10-50,18.0
vp_rejection,DIS,2020-01-14,long,HVN,2020-01-14T11:44:00,2020-01-14T11:53:00,145.11,145.6371,144.8737,145.6371,4231,1000.0,2230.160099999958,2.2301600999999582,target,$50-150,18.0
vp_breakout,NKE,2020-01-14,long,LVN,2020-01-14T09:56:00,2020-01-14T10:07:00,102.845,102.6907325,102.6907325,103.153535,6482,1000.0,-999.9619350000202,-0.9999619350000202,stop,$50-150,18.0
vp_rejection,AAL,2020-01-14,short,HVN,2020-01-14T09:42:00,2020-01-14T09:45:00,27.775,27.9325,27.9325,27.4514,6349,1000.0,-999.9675000000153,-0.9999675000000153,stop,$10-50,18.0
vp_rejection,AAPL,2020-01-15,short,HVN,2020-01-15T10:06:00,2020-01-15T10:09:00,314.79,315.26218500000004,315.26218500000004,312.7029,2117,1000.0,-999.6156450000519,-0.999615645000052,stop,$300+,18.0
vp_breakout,TSLA,2020-01-15,short,LVN,2020-01-15T09:43:00,2020-01-15T09:46:00,523.45,527.9399999999999,527.9399999999999,517.9247,222,1000.0,-996.7799999999768,-0.9967799999999768,stop,$300+,18.0
vp_rejection,NVDA,2020-01-15,long,HVN,2020-01-15T10:04:00,2020-01-15T10:08:00,247.58,248.067,247.20863,248.067,2692,1000.0,1311.0039999999858,1.3110039999999858,target,$150-300,18.0
vp_rejection,AMD,2020-01-15,long,POC,2020-01-15T10:07:00,2020-01-15T10:08:00,48.58,48.6569,48.4337,48.6569,6835,1000.0,525.6115000000134,0.5256115000000134,target,$10-50,18.0
vp_rejection,AVGO,2020-01-15,long,HVN,2020-01-15T09:43:00,2020-01-15T09:45:00,304.99,305.3993,304.532515,305.3993,2185,1000.0,894.3204999999418,0.8943204999999418,target,$300+,18.0
vp_breakout,ADBE,2020-01-15,short,LVN,2020-01-15T13:57:00,2020-01-15T14:03:00,343.89,344.40583499999997,344.40583499999997,340.1203,1938,1000.0,-999.6882299999639,-0.999688229999964,stop,$300+,18.0
vp_rejection,CRM,2020-01-15,long,HVN,2020-01-15T10:01:00,2020-01-15T10:10:00,182.98,182.70552999999998,182.70552999999998,184.1468,3643,1000.0,-999.894210000029,-0.999894210000029,stop,$150-300,18.0
vp_rejection,ORCL,2020-01-15,long,HVN,2020-01-15T09:50:00,2020-01-15T11:29:00,55.02,54.869,54.869,55.24650000000001,6622,1000.0,-999.9220000000222,-0.9999220000000222,stop,$50-150,18.0
vp_rejection,NFLX,2020-01-15,long,HVN,2020-01-15T10:23:00,2020-01-15T10:28:00,340.34,341.4815,339.57899999999995,341.4815,1314,1000.0,1499.93100000001,1.4999310000000101,target,$300+,18.0
vp_rejection,INTC,2020-01-15,short,HVN,2020-01-15T13:34:00,2020-01-15T15:55:00,58.95,58.95,59.0995,58.725750000000005,6688,1000.0,0.0,0.0,session_close,$50-150,18.0
vp_rejection,QCOM,2020-01-15,short,HVN,2020-01-15T09:42:00,2020-01-15T09:44:00,90.25,90.49579999999999,90.49579999999999,88.6656,4068,1000.0,-999.914399999953,-0.999914399999953,stop,$50-150,18.0
vp_breakout,MU,2020-01-15,short,LVN,2020-01-15T12:53:00,2020-01-15T12:57:00,56.21,56.309999999999995,56.309999999999995,56.01000000000001,10000,1000.0,-999.9999999999432,-0.9999999999999432,stop,$50-150,18.0
